title,url,DIS_price,pre_price
SAMSUNG 50AU7700 UHD 4K SMART TV,https://www.daraz.com.bd/products/samsung-50au7700-uhd-4k-i272221390-s1245670581.html?search=1,"৳ 79,900","৳ 19,900"
Vikan 32 Inche Hd Led Tv Basic 4k Supported,https://www.daraz.com.bd/products/vikan-32-inche-hd-led-4k-i290713078-s1294522214.html?search=1,"৳ 11,450","৳ 29,955"
World Life 32'' Voice Control tv Smart Android Wi-Fi Hd Led Tv 4k Supported Ram 2 gb Rom 16 gb,https://www.daraz.com.bd/products/world-life-32-wi-fi-hd-led-4k-ram-2-gb-rom-16-gb-i489196-s1888339.html?search=1,"৳ 14,850","৳ 19,499"
"Sony Plus 32"" Smart Android Voice Control 4K Supported Led TV",https://www.daraz.com.bd/products/sony-plus-32-4k-led-i321732550-s1498333609.html?search=1,"৳ 13,371","৳ 79,900"
"SAMSUNG 50"" Crystal 4K Smart UHD TV UA50AU7700RSFS",https://www.daraz.com.bd/products/samsung-50-crystal-4k-smart-uhd-tv-ua50au7700rsfs-i274368585-s1249708115.html?search=1,"৳ 61,490","৳ 32,500"
World Life 43 Inch Android Smart Wifi 4k Supported Ram 2 gb Rom 16 gb,https://www.daraz.com.bd/products/world-life-43-wifi-4k-ram-2-gb-rom-16-gb-i217226-s1087430.html?search=1,"৳ 20,900","৳ 23,500"
Inova 32 Inch Double Glass Hd Led Tv 4k Video Supported,https://www.daraz.com.bd/products/inova-32-hd-led-4k-i100004350-s110581000.html?search=1,"৳ 14,200","৳ 27,500"
"Vision 32"" LED TV N10S Android Smart Infinity",https://www.daraz.com.bd/products/32-led-n10s-i314135921-s1482579841.html?search=1,"৳ 22,999","৳ 52,500"
"ROWA 43"" 4K UHD Smart TV 43U62",https://www.daraz.com.bd/products/rowa-43-4k-uhd-smart-tv-43u62-i275876071-s1331567592.html?search=1,"৳ 35,900","৳ 21,000"
World Life Double Glass Eye Protector HD LED TV - 32 - Black,https://www.daraz.com.bd/products/led-32-i228482-s1118442.html?search=1,"৳ 11,850","৳ 23,000"
Sony Plus 32 Inch HD Android Smart LED Television,https://www.daraz.com.bd/products/sony-32-hd-led-i122110261-s1041985983.html?search=1,"৳ 18,489","৳ 29,500"
Vision 32 Inch LED Android Smart Infinity TV- E30 / E20 / E10 -& OTHERS MODEL Voice controlled TV with Google Assistant official warryntee 4 years,https://www.daraz.com.bd/products/32-led-e30e20e10-4-i275718420-s1253879364.html?search=1,"৳ 22,462","৳ 220,000"
Samsung 55 inch 55BU8100 Crystal UHD 4K Smart TV 2021 Model,https://www.daraz.com.bd/products/samsung-55-55bu8100-uhd-4k-2021-i208062478-s1158115344.html?search=1,"৳ 110,000","৳ 37,000"
"Samsung Q70C 55"" 4K QLED 120Hz Smart TV",https://www.daraz.com.bd/products/samsung-q70c-55-4k-qled-120hz-i323421411-s1540894931.html?search=1,"৳ 100,000","৳ 37,000"
"Sony Plus 40"" Smart Android 4K Supported Led TV",https://www.daraz.com.bd/products/sony-plus-40-4k-led-i125607580-s1564938630.html?search=1,"৳ 24,000","৳ 49,990"
VISTA 43 Inch 4K UHD ANDROID LED VOICE COMMAND BEZEL LESS,https://www.daraz.com.bd/products/vista-43-4k-uhd-android-11-bezel-less-voice-command-i251979243-s1197413505.html?search=1,"৳ 49,900","৳ 55,000"
Vikan 43 Inch Android Smart Wifi Hd Led Tv 4k Supported Ram 2 gb Rom 16 gb,https://www.daraz.com.bd/products/vikan-43-wifi-hd-led-4k-ram-2-gb-rom-16-gb-i231653497-s1174787410.html?search=1,"৳ 20,900","৳ 59,900"
"Sony Plus 55"" Smart Android TV voice control led tv",https://www.daraz.com.bd/products/sony-plus-55-led-i317911219-s1447759514.html?search=1,"৳ 41,899", 
"TRITON 55 Inch - (2GB RAM, 16GB ROM) SMART/ANDROID 4K LED TV",https://www.daraz.com.bd/products/triton-55-inche-2gb-ram-16gb-rom-smart-android-4k-tv-i124196830-s1044489595.html?search=1,"৳ 47,920", 
"Samsung 43"" Smart 4K UHD TV Model- UA43AU7700RSFS",https://www.daraz.com.bd/products/samsung-43-4k-uhd-ua43au7700rsfs-i268130407-s1240217884.html?search=1,"৳ 49,990", 
"SONY PLUS 50"" ANDROID SMART 4K LED TV",https://www.daraz.com.bd/products/sony-plus-50-4k-led-i101558960-s1015586013.html?search=1,"৳ 34,299","৳ 65,000"
World Life 43'' Double Glass Android Smart Wifi Hd Led Tv 4k Supported Ram 2 gb Rom 16 gb,https://www.daraz.com.bd/products/43-hd-led-4k-ram-2-gb-rom-16-gb-i489195-s1888334.html?search=1,"৳ 22,900","৳ 43,000"
"Sony Plus 43"" Smart Android Frameless 4K Supported Led TV",https://www.daraz.com.bd/products/sony-plus-43-4k-led-i142028172-s1065824709.html?search=1,"৳ 24,899","৳ 44,500"
World Life 32 Inche Double Glass Hd Led Tv Basic 4k Supported,https://www.daraz.com.bd/products/world-life-32-hd-led-4k-i477458-s1854556.html?search=1,"৳ 11,690","৳ 19,000"
"Samsung 50"" 4K UHD Smart TV | 50AU7700ARSFS| Series 7",https://www.daraz.com.bd/products/samsung-50-4k-uhd-6550au7700arsfs-7-i239247938-s1182749233.html?search=1,"৳ 65,900","৳ 78,900"
Sony Plus 24'' Hd Led Tv 4k Video Supported Basic TV,https://www.daraz.com.bd/products/sony-plus-24-inche-hd-led-4k-i292245090-s1298924515.html?search=1,"৳ 8,440","৳ 14,400"
"Samsung 65"" AU7700 Crystal 4K UHD Smart TV",https://www.daraz.com.bd/products/samsung-65-au7700-4k-uhd-i200012336-s1147203604.html?search=1,"৳ 92,000","৳ 135,000"
1631 Quality Flyback Transformer for CRT TV (Bsc 25-T1631A),https://www.daraz.com.bd/products/crt-1631-bsc-25-t1631a-i317966440-s1581221687.html?search=1,৳ 518,৳ 850
Vision 32 Inche LED Android Smart Infinity TV- E30 / E20 / E10 -& OTHERS MODEL Voice controlled TV with Google Assistant official warryntee 4 years,https://www.daraz.com.bd/products/32-led-e30e20e10-4-i267658328-s1239603040.html?search=1,"৳ 22,990","৳ 29,500"
"Walton LED Television Voice control HD Smart (WEDH32V) 32""",https://www.daraz.com.bd/products/led-hd-wedh32v-32-i213483290-s1162760441.html?search=1,"৳ 27,000","৳ 99,990"
Mango Borderless UHD 65 Inch 4k Smart TV,https://www.daraz.com.bd/products/mango-borderless-uhd-65-inch-4k-smart-tv-i188575406-s1136057638.html?search=1,"৳ 78,989","৳ 49,900"
"VISION OFFICIAL GOOGLE ANDROID 4K-43"" LED TV-G3S GALAXY (Voice Control)",https://www.daraz.com.bd/products/4k-43-led-tv-g3s-galaxy-i157760259-s1134144997.html?search=1,"৳ 40,900","৳ 46,000"
"Sony Plus 40"" Smart Android 4K Supported Led TV",https://www.daraz.com.bd/products/sony-plus-40-4k-led-i105930544-s1020862173.html?search=1,"৳ 23,000","৳ 89,900"
"LED Television FHD Smart (WD4-TS43- KS220) 43"" (Black)",https://www.daraz.com.bd/products/led-fhd-wd4-ts43-ks220-43-i213472640-s1162750906.html?search=1,"৳ 54,900","৳ 29,500"
LG Official I UQ 75 SERIES I 43 INCH I 4K UHD LED I SMART TV,https://www.daraz.com.bd/products/lg-i-uq-75-i-43-i-4k-uhd-led-i-i326793866-s1581260104.html?search=1,"৳ 57,703","৳ 52,000"
"Vision 32"" Inch Android Smart LED TV E20 Infinity Voice Controlled TV with Google Assistant Official Android 11. with Google Authorization - Tv",https://www.daraz.com.bd/products/vision-32-inch-android-smart-led-tv-e20-infinity-voice-controlled-tv-with-google-assistant-official-android-90-with-google-authorization-tv-i264151127-s1234542040.html?search=1,"৳ 22,900","৳ 29,500"
"Samsung T5400 43"" Smart FHD LED TV",https://www.daraz.com.bd/products/samsung-t5400-43-fhd-led-i189928581-s1137495557.html?search=1,"৳ 37,500","৳ 43,000"
VISION 32E30S/E20S GOOGLE ANDROID VOICE CONTROL LED TV,https://www.daraz.com.bd/products/32e30se20s-led-i246837470-s1268472903.html?search=1,"৳ 23,500","৳ 85,000"
"ROWA 43"" Smart TV 43S52",https://www.daraz.com.bd/products/rowa-43-smart-tv-43s52-i275869036-s1254159666.html?search=1,"৳ 31,900","৳ 22,800"
LG UHD 4K Smart LED TV 43UP7550PTC,https://www.daraz.com.bd/products/lg-uhd-4k-led-43up7550ptc-i211603693-s1161417229.html?search=1,"৳ 57,000","৳ 84,400"
"Vision 32"" LED TV E20 Android Smart Infinity",https://www.daraz.com.bd/products/vision-32-led-tv-e20-android-smart-infinity-i264256102-s1237859512.html?search=1,"৳ 29,100","৳ 11,990"
"Samsung 43BU8100 43"" Crystal UHD 4K Smart TV",https://www.daraz.com.bd/products/samsung-43bu8100-43-uhd-4k-i281235583-s1268923743.html?search=1,"৳ 45,000","৳ 130,000"
Lucas 32 Inch Android Smart Wifi Hd Led Tv 4k Supported Ram 1 gb Rom 8 gb,https://www.daraz.com.bd/products/lucas-32-wifi-hd-led-4k-ram-1-gb-rom-8-gb-i100211148-s1014077268.html?search=1,"৳ 12,890","৳ 12,350"
"Vision 55"" LED TV Google Android Smart 4K UHD 55G3S Pro Official Warranty",https://www.daraz.com.bd/products/55-led-google-4k-uhd-55g3s-i225790553-s1170735663.html?search=1,"৳ 71,900","৳ 23,144"
"Walton 4 Speaker 20"" inch BOOM BOX LED TV",https://www.daraz.com.bd/products/4-20-led-i306984137-s1375106835.html?search=1,"৳ 9,990","৳ 28,900"
triton 43 inch smart android metal double glass soundbar 4K led with voice,https://www.daraz.com.bd/products/triton-43-4k-led-i231805262-s1174906097.html?search=1,"৳ 30,060","৳ 92,900"
"40"" UA-J5008 LED TV - Black",https://www.daraz.com.bd/products/40-ua-j5008-led-i2219878-s61707415.html?search=1,"৳ 45,000","৳ 42,500"
Sony Bravia 55X75K 55 inch 4K HDR Android Google LED TV (2022 Model),https://www.daraz.com.bd/products/sony-bravia-55x75k-55-4k-hdr-led-2022-i156336916-s1085830074.html?search=1,"৳ 82,990","৳ 85,000"
"24"" LED TV HD",https://www.daraz.com.bd/products/24-led-hd-i279868553-s1265172965.html?search=1,"৳ 7,890","৳ 22,000"
Samsung 32N4010 32 Inch Basic HD LED Television,https://www.daraz.com.bd/products/samsung-32n4010-32-inch-basic-hd-led-television-i258287474-s1209935189.html?search=1,"৳ 18,000","৳ 20,000"
NOBIN 32 INCH ANDROID TV,https://www.daraz.com.bd/products/nobin-32-i277169349-s1257105388.html?search=1,"৳ 21,600","৳ 17,350"
NAPCO 32 Inche Hd Led Tv 4k Supported Basic TV,https://www.daraz.com.bd/products/32-hd-led-4k-i100867037-s1014858147.html?search=1,"৳ 11,450", 
"Samsung 55"" AU7700 Crystal 4K UHD Smart TV",https://www.daraz.com.bd/products/samsung-55-au7700-4k-uhd-i199846301-s1147000439.html?search=1,"৳ 64,000", 
Walton WE1-BX20-RT200 (508mm) BOOM BOX TV,https://www.daraz.com.bd/products/walton-we1-bx20-rt200-508mm-i237593861-s1180932899.html?search=1,"৳ 10,900", 
Sony Plus 43'' 4K TV UHD Android Smart Wifi Voice Control Led Tv Ram 2 gb Rom 16 gb,https://www.daraz.com.bd/products/sony-plus-43-4k-uhd-wifi-led-ram-2-gb-rom-16-gb-i307973936-s1381908413.html?search=1,"৳ 30,500", 
SAMSUNG 43'' 43AU8000 / 43TU8000 4K Crystal UHD SMART TV (OFFICIAL SAMSUNG WARRANTY),https://www.daraz.com.bd/products/samsung-43-43au800043tu8000-4k-uhd-samsung-i247574050-s1193383810.html?search=1,"৳ 55,800", 
"Sony Plus 32 LED HD TV,Noise Reduction,De-Interlace 3D,",https://www.daraz.com.bd/products/sony-plus-32-led-hd-3d-i100775325-s1014749429.html?search=1,"৳ 12,890", 
Sony Plus 32 HD LED TV BASIC,https://www.daraz.com.bd/products/sony-plus-32-hd-led-i112884799-s1594079425.html?search=1,"৳ 11,650", 
"40 INC SONY(CHINA)-SMART WIFI ANDROID LED TV, 1 GB 8 GB , 4K SUPPORTED",https://www.daraz.com.bd/products/40-inc-sony-wifi-led-1-gb-8-gb-4k-i204069452-s1152171035.html?search=1,"৳ 20,000", 
MINISTER-24 Smile DELUXE LED TV,https://www.daraz.com.bd/products/minister-24-smile-deluxe-led-tv-i277724259-s1258226861.html?search=1,"৳ 14,997", 
"Haier 32"" Android 11 HD Smart LED TV (H32K66GH) with Free Bongo Subscription",https://www.daraz.com.bd/products/haier-32-android-11-hd-smart-led-tv-h32k66gh-with-free-bongo-subscription-i326161571-s1572765372.html?search=1,"৳ 24,132","৳ 28,900"
Inova 32 Inch Double Glass Hd Led Tv 4k Supported Eye Protector,https://www.daraz.com.bd/products/inova-32-hd-led-4k-i228480-s1118438.html?search=1,"৳ 11,900","৳ 21,000"
16 IN 2 LCD Display/ 16 2 LCD Display/ 16*2 LCD Display/ 16x2 LCD Display,https://www.daraz.com.bd/products/16-2-lcd-16-2-lcd-162-lcd-16x2-lcd-i325738487-s1564919102.html?search=1,৳ 189,"৳ 35,000"
"JVCO ULTRA 43"" DK5LSM WEBOS LED TV",https://www.daraz.com.bd/products/jvco-43-dk5lsm-webos-led-i298310282-s1323889535.html?search=1,"৳ 33,500","৳ 25,000"
"Jvco 32"" J9TS Double Glass TV",https://www.daraz.com.bd/products/jvco-32-j9ts-i303210227-s1350846107.html?search=1,"৳ 17,800","৳ 25,499"
"40 Inch Smart Wifi Android Led Tv, 1 Gb 8 Gb , 4K Supported",https://www.daraz.com.bd/products/40-wifi-led-1-gb-8-gb-4k-i216935439-s1165165599.html?search=1,"৳ 22,499","৳ 27,900"
"Samsung UA32N4010AR LED HD TV 32"" Series 4 - Black (official Samsung electronics warranty )",https://www.daraz.com.bd/products/samsung-ua32n4010ar-led-hd-32-4-samsung-i164732506-s1097606029.html?search=1,"৳ 17,900","৳ 40,000"
Mango BORDER LESS 43 inch Full HD Smart LED TV with Magic Remote,https://www.daraz.com.bd/products/mango-43-hd-led-i154176166-s1083172854.html?search=1,"৳ 30,490","৳ 29,900"
Vista 32” Android 11 (Bezel-Less) Voice Command - Tv,https://www.daraz.com.bd/products/vista-32-android-11-bezel-less-voice-command-tv-i251971507-s1197407423.html?search=1,"৳ 29,900","৳ 29,000"
Electra 43″ Smart LED TV | EL43TE23SMT,https://www.daraz.com.bd/products/43-led-el43te23smt-i325825848-s1601395828.html?search=1,"৳ 26,910","৳ 40,900"
"TRITON 43'' SMART ANDROID VOICE CONTROL LED TV. (2GB RAM, 16GB ROM)",https://www.daraz.com.bd/products/triton-43-fhd-led-2gb-ram-16gb-rom-i123785539-s1597435858.html?search=1,"৳ 25,900","৳ 29,900"
Samsung 32 Inch UA32T4700AR Smart Wifi Tv Voice Control Hd Led Tv Official Samsung Warryntee,https://www.daraz.com.bd/products/samsung-32-inc-32t4700-led-i198218428-s1145052668.html?search=1,"৳ 33,900","৳ 39,900"
Badshahi TV Tolly,https://www.daraz.com.bd/products/badshahi-i288046300-s1288120492.html?search=1,"৳ 18,900","৳ 52,500"
"Starex 17NB 17"" Wide LED Television",https://www.daraz.com.bd/products/starex-17nb-17-led-i326189485-s1572846993.html?search=1,"৳ 5,300","৳ 72,990"
Samsung 32 Smart WIFI HD TV UA32T4400AR OFFICIAL SAMSUNG WARRYNTEE,https://www.daraz.com.bd/products/samsung-32-wifi-hd-ua32t4400ar-samsung-i183224367-s1127451677.html?search=1,"৳ 27,900","৳ 130,000"
Azlan 50 Inch Android Smart Wifi Voice Control 4k UHD Led Tv Ram 2 gb Rom 16 gb,https://www.daraz.com.bd/products/azlan-50-wifi-4k-uhd-led-ram-2-gb-rom-16-gb-i302199171-s1344092629.html?search=1,"৳ 33,900","৳ 29,990"
"Xiaomi TV A2 55"" Global Version 2160p 4K Three Years Panel Replacement Smart TV",https://www.daraz.com.bd/products/xiaomi-tv-a2-55-global-version-2160p-4k-three-years-panel-replacement-smart-tv-i321452109-s1492669854.html?search=1,"৳ 58,990","৳ 29,854"
SONY BRAVIA 55 Inch 55X75K Android Google 4K LED TV,https://www.daraz.com.bd/products/sony-bravia-55-inch-55x75k-android-google-4k-led-tv-i327161312-s1591401360.html?search=1,"৳ 81,999","৳ 17,500"
Mango 32 inch HD Smart TV with Magic Remote,https://www.daraz.com.bd/products/mango-32-hd-i154174527-s1083200029.html?search=1,"৳ 19,989","৳ 13,100"
"TRITON 32"" Frameless Smart Android TV with Dolby Sound, Voice Control, WiFi & YouTube 4K Support (Model: 32DE1S)",https://www.daraz.com.bd/products/4k-32de1s-i313636772-s1406499846.html?search=1,"৳ 16,200","৳ 21,900"
MINISTER M-32 SMART GLORIOUS LED TV (L32M7),https://www.daraz.com.bd/products/m-32-led-l32m7-i299653487-s1331308082.html?search=1,"৳ 22,898","৳ 17,000"
24 Inch Smart Hd LED Television - Black 24 Inch,https://www.daraz.com.bd/products/24-hd-led-24-i260083479-s1216753043.html?search=1,"৳ 11,990","৳ 22,000"
SMART Brand 24-inch Basic LED TV,https://www.daraz.com.bd/products/24-led-i319936551-s1475440009.html?search=1,"৳ 9,702","৳ 39,000"
VISION 32 Inch LED TV M04 Infinity OFFICIAL WARRYNTEE 4 YEAR ALL PARTS,https://www.daraz.com.bd/products/32-led-m04-4-i275732066-s1253895372.html?search=1,"৳ 16,617","৳ 19,900"
Osaka 32 inch borderless basic HD LED TV,https://www.daraz.com.bd/products/32-hd-led-i314861172-s1419282916.html?search=1,"৳ 9,979","৳ 17,900"
television,https://www.daraz.com.bd/products/television-i287763287-s1288160291.html?search=1,"৳ 9,500","৳ 59,000"
40 Android Smart TV HD 1GB RAM 8GB ROM,https://www.daraz.com.bd/products/40-hd-1gb-ram-8gb-rom-i294299127-s1303730653.html?search=1,"৳ 17,890","৳ 36,900"
"20"" Quality LED TV with Remote Controller",https://www.daraz.com.bd/products/20-led-i294305756-s1303732760.html?search=1,"৳ 7,275","৳ 45,000"
Sony Plus 40 SMART Android Full HD 4K Supported LED TV,https://www.daraz.com.bd/products/sony-plus-40-smart-android-full-hd-4k-supported-led-tv-i112962320-s1030034359.html?search=1,"৳ 21,999","৳ 6,500"
Vikan 32'' Double Glass tv Smart Android Tv Ram 2 Gb Rom 16 Gb 4K Supported Led Tv,https://www.daraz.com.bd/products/vikan-32-ram-2-gb-rom-16-gb-4k-led-i125015763-s1045215544.html?search=1,"৳ 13,899","৳ 36,000"
Myone-24 inch riyan led tv - Break Trend - Professional Quality - Advanced Make,https://www.daraz.com.bd/products/myone-24-inch-riyan-led-tv-break-trend-professional-quality-advanced-make-i284252338-s1278790375.html?search=1,"৳ 10,899","৳ 18,500"
"ROWA 50"" 4K UHD Vezel less Smart android Voice TV 50U62",https://www.daraz.com.bd/products/rowa-50-4k-uhd-vezel-less-smart-android-voice-tv-50u62-i324792201-s1555375399.html?search=1,"৳ 43,679","৳ 40,500"
Hip 43'' Tv Smart Android Wifi Led Tv RAM 2 GB-ROM 16 GB 4K SUPPORTED,https://www.daraz.com.bd/products/43-wifi-led-ram-2-gb-rom-16-gb-4k-i217228-s1087435.html?search=1,"৳ 20,990","৳ 28,500"
"Samsung 43"" Smart FHD TV 43T5400 Series 5 ( Parts Warranty)",https://www.daraz.com.bd/products/samsung-43-fhd-43t5400-5-i182440134-s1126226549.html?search=1,"৳ 35,999", 
"ROWA 50U62 50"" 4K Android 11 Smart Voice Control Google TV",https://www.daraz.com.bd/products/rowa-50u62-50-4k-11-google-i321741433-s1498370412.html?search=1,"৳ 59,000", 
17'' LED TV BLACK,https://www.daraz.com.bd/products/17-led-i114982041-s1032876157.html?search=1,"৳ 5,500", 
43 Inch Inova Android Smart Wifi 4k Supported Ram 2 gb Rom 16 gb,https://www.daraz.com.bd/products/43-inova-wifi-4k-ram-2-gb-rom-16-gb-i217227-s1087433.html?search=1,"৳ 20,900", 
Minister M-24 DELUXE LED TV (MI24DX12B),https://www.daraz.com.bd/products/m-24-led-mi24dx12b-i316035147-s1429190975.html?search=1,"৳ 9,997", 
Samsung 32 Inch UA32T4700AR Smart Wifi Tv Voice Control Hd Led Tv Official Warryntee,https://www.daraz.com.bd/products/samsung-32-ua32t4700ar-wifi-hd-led-i290708765-s1294524702.html?search=1,"৳ 31,313", 
World Life 32'' Double Glass tv Smart Wifi Android tv Hd Led tv Ram 2 Gb Rom 16 Gb Led tv,https://www.daraz.com.bd/products/world-life-32-wifi-hd-led-ram-2-gb-rom-16-gb-led-i100005363-s1013834056.html?search=1,"৳ 13,850", 
LG Official I 43 INCH I 4K UHD LED I SMART TV,https://www.daraz.com.bd/products/lg-i-43-i-4k-uhd-led-i-i320126452-s1477991992.html?search=1,"৳ 49,900","৳ 84,900"
SONY PLUS 43 INCHES HD LED SMART TV,https://www.daraz.com.bd/products/-i321934791-s1500969725.html?search=1,"৳ 23,750","৳ 41,000"
SONY PLUS 24 INCH SMART ANDROID WIFI HD LED TV,https://www.daraz.com.bd/products/sony-plus-24-wifi-hd-led-i321733450-s1498338239.html?search=1,"৳ 9,980","৳ 22,500"
Vikan 32'' 4K Supported ( Ram 2 gb Rom 16 gb ) Android Smart Television Wi-Fi Hd Led Tv 4k Supported,https://www.daraz.com.bd/products/vikan-32-4k-ram-2-gb-rom-16-gb-wi-fi-hd-led-4k-i125017255-s1045212960.html?search=1,"৳ 12,899","৳ 18,500"
Haier H32D2M 32 Inch Miracast HD Non-Smart LED Television,https://www.daraz.com.bd/products/haier-h32d2m-32-inch-miracast-hd-non-smart-led-television-i325360324-s1570263782.html?search=1,"৳ 12,692","৳ 16,900"
Vikan 40 '' Wi-Fi Tv Double Glass Smart Android Led Tv 4k Supported Ram 2 gb Rom 16 gb,https://www.daraz.com.bd/products/vikan-40-wi-fi-wifi-led-4k-ram-1-gb-rom-8-gb-i185876908-s1338207263.html?search=1,"৳ 21,990","৳ 29,900"
I2C Module/ I2C Module for LCD Display,https://www.daraz.com.bd/products/lcd-i2c-i2c-i325935735-s1566183183.html?search=1,৳ 119,"৳ 19,900"
"32"" LED TV HD",https://www.daraz.com.bd/products/32-led-hd-i278258945-s1260315029.html?search=1,"৳ 9,999","৳ 13,900"
Craft LED TV HD - 32 Inch.Double Glass,https://www.daraz.com.bd/products/craft-led-tv-hd-32-inchdouble-glass-i124901929-s1045117270.html?search=1,"৳ 10,900","৳ 35,900"
Vikan 43 Inch Smart Android Wifi Hd Led Tv 4k Supported Ram 2 gb Rom 16 gb,https://www.daraz.com.bd/products/43-wifi-hd-led-4k-ram-2-gb-rom-16-gb-i264363591-s1338195090.html?search=1,"৳ 20,900","৳ 13,990"
"Sony Plus 32"" Basic Double Glass LED TV",https://www.daraz.com.bd/products/sony-plus-32-led-i256320733-s1204611235.html?search=1,"৳ 10,989","৳ 23,500"
Sony Bravia 65 Inch 4k Smart Android OLED TV 65A8H,https://www.daraz.com.bd/products/sony-bravia-65-4k-oled-65a8h-i320714663-s1484112119.html?search=1,"৳ 245,000","৳ 18,900"
32 '' vikan android / smart hd led tv black (RAM-1GB / rom-8 gb) built-in (supports 4k),https://www.daraz.com.bd/products/32-vikan-hd-led-ram-1gb-rom-8-gb-4k-i231666238-s1174778816.html?search=1,"৳ 12,900","৳ 28,500"
Walton LED Television W32L30 (813mm),https://www.daraz.com.bd/products/walton-led-w32l30-813mm-i269684499-s1241392578.html?search=1,"৳ 14,900","৳ 16,000"
Hip 32'' Double Glass tv Smart Android Wi-Fi Hd Led Tv 4k Supported Ram 2 gb Rom 16 gb,https://www.daraz.com.bd/products/32-wi-fi-hd-led-4k-ram-2-gb-rom-16-gb-i100012265-s109385994.html?search=1,"৳ 13,850","৳ 62,000"
"SAMSUNG 85"" Crystal 4K Smart UHD TV UA85AU8000RSFS",https://www.daraz.com.bd/products/samsung-85-crystal-4k-smart-uhd-tv-ua85au8000rsfs-i274515925-s1250250485.html?search=1,"৳ 399,900","৳ 24,000"
World Life 24 Inch Double Glass Eye Protector HD LED TV Black 4K SUPPORTED,https://www.daraz.com.bd/products/world-life-24-hd-led-4k-i228481-s1118440.html?search=1,"৳ 8,450",৳ 529
"Vezio 55DN9 55"" Flat Full HD LED Android Smart Television",https://www.daraz.com.bd/products/vezio-55dn9-55-flat-full-hd-led-android-smart-television-i289828526-s1292893453.html?search=1,"৳ 59,500","৳ 42,500"
TRITON 32 Inch Voice Controlled Smart/Android TV 1 GB 8GB (4K Supported),https://www.daraz.com.bd/products/triton-32-1-gb-8gb-4k-i213554388-s1162803827.html?search=1,"৳ 19,999","৳ 65,500"
Sony Plus 32 SMART ANDROID FULL HD LED TV,https://www.daraz.com.bd/products/sony-plus-32-hd-led-i112910453-s1029984746.html?search=1,"৳ 15,400","৳ 37,000"
For Sony Xperia L2 Aluminum Frame Carbon Fiber Back Cover Shockproof Shell Capa Mobile Accessories Phone Casing Metal Case,https://www.daraz.com.bd/products/sony-xperia-l2-i190743396-s1138006697.html?search=1,৳ 499,"৳ 37,874"
ELITE 43'' 4K TV UHD Android Smart Wifi Voice Control Led Tv Ram 2 gb Rom 16 gb,https://www.daraz.com.bd/products/43-4k-uhd-led-ram-2-gb-rom-16-gb-i308009205-s1381991501.html?search=1,"৳ 30,500","৳ 49,000"
"Sony Plus 43"" Smart Android 4K Supported Led TV",https://www.daraz.com.bd/products/sony-plus-43-4k-led-i110782117-s1027782122.html?search=1,"৳ 21,084","৳ 14,500"
"Sony Plus 40"" Smart Android 4K Supported Led TV",https://www.daraz.com.bd/products/sony-plus-40-4k-led-i100039202-s1564905787.html?search=1,"৳ 22,998","৳ 28,000"
Nova Android LED TV,https://www.daraz.com.bd/products/nova-android-led-tv-i304252078-s1423820811.html?search=1,"৳ 69,900","৳ 23,500"
"MME 24"" Smart Android Wifi Double Glass HD LED TV",https://www.daraz.com.bd/products/mme-24-wifi-hd-led-i268590714-s1240641225.html?search=1,"৳ 18,500","৳ 54,900"
MINISTER-32 SMART GLORIOUS LED TV (L32M7),https://www.daraz.com.bd/products/minister-32-smart-glorious-led-tv-l32m7-i279883617-s1265191325.html?search=1,"৳ 26,898","৳ 17,800"
"Sony Plus 55"" Smart Android TV voice control led tv",https://www.daraz.com.bd/products/sony-plus-55-led-i272828861-s1247025324.html?search=1,"৳ 41,999","৳ 28,000"
Samsung 50″ UHD 4K Smart TV | UA50AU7700,https://www.daraz.com.bd/products/samsung-50-uhd-4k-ua50au7700-i281145572-s1268546157.html?search=1,"৳ 79,900","৳ 19,900"
"24"" LED TV HD Borderless Model",https://www.daraz.com.bd/products/24-led-i320148908-s1581383812.html?search=1,"৳ 7,999","৳ 39,900"
"Sony Plus 32"" Smart Android Frameless Voice Control 4K Supported Led TV",https://www.daraz.com.bd/products/sony-plus-32-4k-led-i107412544-s1022570105.html?search=1,"৳ 14,500","৳ 20,300"
32 inch Sony Plus HD LED basic Non smart Tv,https://www.daraz.com.bd/products/32-sony-plus-hd-led-i112914308-s1597782528.html?search=1,"৳ 13,899", 
"SAMSUNG 43"" Smart FHD TV UA43T5400ARSFS",https://www.daraz.com.bd/products/samsung-43-smart-fhd-tv-ua43t5400arsfs-i274277464-s1328249556.html?search=1,"৳ 37,900", 
Craft 32 HD LED TV,https://www.daraz.com.bd/products/32-hd-led-i294300983-s1331367208.html?search=1,"৳ 9,990", 
LED Basic TV,https://www.daraz.com.bd/products/led-basic-tv-i288114210-s1288278308.html?search=1,"৳ 9,500", 
Xiaomi Mi P1 55-Inch Smart Android 4K TV With Netflix (Global Version),https://www.daraz.com.bd/products/netflix-xiaomi-mi-p1-55-4k-i211344371-s1161156284.html?search=1,"৳ 76,000", 
World Life 40 INCH ULTRA SLIM HD LED TV BASIC 4K SUPPORTED,https://www.daraz.com.bd/products/world-life-40-hd-led-4k-i477460-s1854562.html?search=1,"৳ 16,890", 
MINISTER M-32 DELUXE LED TV (MI32DX13B),https://www.daraz.com.bd/products/m-32-led-mi32dx13g-i293559374-s1300994138.html?search=1,"৳ 13,250", 
